,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch In Traffic,Catching,Change of Dir,College,Deep RR,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Blocking,Man Coverage,Medium RR,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short RR,Signing Bonus,Spec Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Acc Deep,Throw Acc Mid,Throw Acc Short,Throw On The Run,Throw Power,Throw Under Pressure,Total Salary,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
55,84,26,84,71,25,69,20,10,54,15,44,20,Washington,4,67,Right,75,87,81,77,44,32,84,21,25,10,11,45,8,71,45,45,45,6,71,RE,75,40,77,12,45,45,45,15," $ 2,000,000.00 ",15,75,42,83,25,75,75,Saints,6,6,6,6,10,11," $ 4,800,000.00 ",78,40,246,3,55,1992-07-08,Clemson,Vic Beasley,75,2552301,Vic Beasley Jr,Hauoli Kikaha,DE,Vic Beasley Jr,Vic Beasley Jr,Hau'oli Kikaha,246
56,90,35,94,81,82,20,25,82,87,74,71,86,Kansas State,66,10,Right,66,12,25,87,43,93,69,11,14,98,27,11,74,83,57,35,39,15,28,HB,10,10,44,65,33,20,20,81," $ 400,000.00 ",61,86,84,84,59,65,20,Eagles,20,30,35,15,11,13," $ 1,015,000.00 ",90,42,190,13,20,1983-06-20,Kansas State,Darren Sproles,66,2506467,Darren Sproles,Darren Sproles,RB,Darren Sproles,Darren Sproles,Darren Sproles,190
57,71,23,66,60,28,28,21,14,47,18,38,24,Hawaii,12,10,Right,72,33,22,92,2,10,59,84,92,10,16,18,12,77,20,17,19,18,24,P,10,13,24,12,20,18,18,12, $ -   ,14,73,19,86,16,51,27,Colts,26,32,37,26,39,18," $ 1,677,000.00 ",69,21,195,1,26,1994-08-09,Louisiana State,Duke Riley,73,2557967,Duke Riley,Rigoberto Sanchez,OLB,Duke Riley,Duke Riley,Rigoberto Sanchez,230
58,88,24,83,70,40,68,12,21,51,46,62,36,LSU,6,50,Right,73,82,82,88,42,40,83,19,19,10,22,50,10,71,45,43,44,6,70,LOLB,58,42,76,18,45,44,44,20," $ 890,000.00 ",42,86,28,87,44,74,87,Falcons,6,6,6,6,25,13," $ 3,684,000.00 ",86,33,218,1,54,1994-08-09,Louisiana State,Duke Riley,73,2557967,Duke Riley,Duke Riley,OLB,Duke Riley,Duke Riley,Duke Riley,230
59,87,24,72,46,37,68,12,20,45,32,47,35,Sioux Falls,6,69,Right,72,76,75,87,92,44,87,17,14,10,12,50,10,62,45,45,45,6,46,ROLB,60,34,76,15,45,45,45,14, $ -   ,37,85,37,86,45,83,75,Cardinals,6,6,6,6,28,10," $ 1,710,000.00 ",88,37,242,0,60,1994-08-09,Louisiana State,Duke Riley,73,2557967,Duke Riley,Dennis Gardeck,OLB,Duke Riley,Duke Riley,Dennis Gardeck,230
60,89,25,91,70,74,55,13,69,73,74,78,69,San Diego St.,13,34,Right,71,71,52,90,27,75,82,25,30,76,11,68,18,73,35,35,35,6,70,FS,26,72,76,24,35,35,35,28," $ 290,000.00 ",77,88,64,94,37,68,68,Falcons,6,6,6,6,22,14," $ 2,645,000.00 ",82,27,174,1,71,1993-06-05,San Diego State,Damontae Kazee,71,2558184,Damontae Kazee,Damontae Kazee,SS,Damontae Kazee,Damontae Kazee,Damontae Kazee,190
61,88,23,87,58,75,26,20,73,75,59,64,78,UTSA,35,10,Right,69,12,65,81,39,83,83,16,20,69,67,15,43,66,44,25,29,15,22,HB,10,16,30,44,46,45,39,50, $ -   ,55,85,78,90,65,73,32,Bengals,17,20,26,25,28,11," $ 555,000.00 ",75,71,205,1,25,1995-01-03,South Dakota State,Dallas Goedert,77,2560995,Dallas Goedert,Jarveon Williams,TE,Dallas Goedert,Dallas Goedert,Jarveon Williams,256
62,88,23,87,58,75,26,20,73,75,59,64,78,UTSA,35,10,Right,69,12,65,81,39,83,83,16,20,69,67,15,43,66,44,25,29,15,22,HB,10,16,30,44,46,45,39,50, $ -   ,55,85,78,90,65,73,32,Bengals,17,20,26,25,28,11," $ 555,000.00 ",75,71,205,1,25,1995-01-03,Prairie View,KhaDarel Hodge,74,2561653,KhaDarel Hodge,Jarveon Williams,WR,KhaDarel Hodge,KhaDarel Hodge,Jarveon Williams,205
63,91,23,89,92,88,26,22,84,94,63,67,76,Indiana,46,12,Right,73,21,32,87,24,84,86,20,21,42,34,14,54,85,61,39,43,11,20,HB,11,16,31,58,40,33,34,61," $ 240,000.00 ",59,90,75,88,82,83,39,Bears,16,18,22,16,28,18," $ 2,580,000.00 ",79,88,222,2,19,1994-11-02,Wisconsin,Corey Clement,70,2559150,Corey Clement,Jordan Howard,RB,Corey Clement,Corey Clement,Jordan Howard,220
64,90,23,88,82,82,27,20,82,88,60,67,77,Wisconsin,61,23,Right,70,26,46,86,30,86,78,14,18,66,48,18,63,77,59,36,41,23,21,HB,18,15,30,68,37,20,23,66, $ -   ,62,87,77,86,84,76,28,Eagles,20,27,33,26,37,17," $ 1,665,000.00 ",77,79,220,1,25,1994-11-02,Wisconsin,Corey Clement,70,2559150,Corey Clement,Corey Clement,RB,Corey Clement,Corey Clement,Corey Clement,220
65,91,23,89,92,88,26,22,84,94,63,67,76,Indiana,46,12,Right,73,21,32,87,24,84,86,20,21,42,34,14,54,85,61,39,43,11,20,HB,11,16,31,58,40,33,34,61," $ 240,000.00 ",59,90,75,88,82,83,39,Bears,16,18,22,16,28,18," $ 2,580,000.00 ",79,88,222,2,19,1994-11-02,Indiana,Jordan Howard,72,2555418,Jordan Howard,Jordan Howard,RB,Jordan Howard,Jordan Howard,Jordan Howard,224
66,90,23,88,82,82,27,20,82,88,60,67,77,Wisconsin,61,23,Right,70,26,46,86,30,86,78,14,18,66,48,18,63,77,59,36,41,23,21,HB,18,15,30,68,37,20,23,66, $ -   ,62,87,77,86,84,76,28,Eagles,20,27,33,26,37,17," $ 1,665,000.00 ",77,79,220,1,25,1994-11-02,Indiana,Jordan Howard,72,2555418,Jordan Howard,Corey Clement,RB,Jordan Howard,Jordan Howard,Corey Clement,224
67,81,33,69,90,42,25,72,54,64,10,30,56,Boston College,10,10,Right,76,12,30,98,2,49,55,25,25,10,20,15,10,89,15,15,25,95,15,QB,10,10,30,12,15,20,30,10," $ 46,500,000.00 ",12,72,32,92,45,63,30,Falcons,85,86,94,89,94,94," $ 125,150,000.00 ",94,30,217,10,20,1985-05-17,Boston College,Matt Ryan,76,310,Matt Ryan,Matt Ryan,QB,Matt Ryan,Matt Ryan,Matt Ryan,217
68,93,31,85,79,79,40,22,75,72,68,79,75,Maryland,68,10,Right,74,15,45,86,88,80,92,17,25,55,25,15,65,69,24,15,15,6,18,WR,10,15,40,75,27,10,13,64," $ 400,000.00 ",77,91,80,85,65,65,30,Steelers,6,10,15,10,31,24," $ 2,200,000.00 ",85,69,210,9,25,1987-02-26,UCLA,Logan Paulsen,6-5,2507828,Logan Paulsen,Darrius HeywardBey,TE,Logan Paulsen,Logan Paulsen,Darrius Heyward-Bey,268
69,80,31,71,78,58,41,12,42,68,69,70,31,UCLA,51,10,Right,77,25,66,89,82,65,67,19,29,10,51,18,56,67,66,57,65,6,14,TE,10,25,42,66,60,59,55,61, $ -   ,70,73,62,87,67,76,39,Falcons,6,10,15,10,25,15," $ 915,000.00 ",82,64,268,8,29,1987-02-26,UCLA,Logan Paulsen,6-5,2507828,Logan Paulsen,Logan Paulsen,TE,Logan Paulsen,Logan Paulsen,Logan Paulsen,268
70,93,31,85,79,79,40,22,75,72,68,79,75,Maryland,68,10,Right,74,15,45,86,88,80,92,17,25,55,25,15,65,69,24,15,15,6,18,WR,10,15,40,75,27,10,13,64," $ 400,000.00 ",77,91,80,85,65,65,30,Steelers,6,10,15,10,31,24," $ 2,200,000.00 ",85,69,210,9,25,1987-02-26,Maryland,Darrius Heyward-Bey,6-2,80427,Darrius HeywardBey,Darrius HeywardBey,WR,Darrius Heyward-Bey,Darrius Heyward-Bey,Darrius Heyward-Bey,210
71,80,31,71,78,58,41,12,42,68,69,70,31,UCLA,51,10,Right,77,25,66,89,82,65,67,19,29,10,51,18,56,67,66,57,65,6,14,TE,10,25,42,66,60,59,55,61, $ -   ,70,73,62,87,67,76,39,Falcons,6,10,15,10,25,15," $ 915,000.00 ",82,64,268,8,29,1987-02-26,Maryland,Darrius Heyward-Bey,6-2,80427,Darrius HeywardBey,Logan Paulsen,WR,Darrius Heyward-Bey,Darrius Heyward-Bey,Logan Paulsen,210
72,92,25,95,83,86,29,23,83,87,69,70,82,Indiana,54,5,Right,73,33,39,82,26,89,84,17,16,77,41,10,62,86,62,40,44,10,25,HB,5,5,29,55,44,34,35,69," $ 800,000.00 ",69,94,82,90,77,74,35,Falcons,5,10,15,10,37,13," $ 3,000,000.00 ",84,78,210,3,20,1993-04-16,Indiana,Tevin Coleman,73,2552453,Tevin Coleman,Tevin Coleman,RB,Tevin Coleman,Tevin Coleman,Tevin Coleman,210
73,83,25,73,73,60,75,12,34,74,55,60,49,Michigan St.,35,73,Right,75,84,51,87,44,54,84,14,15,10,72,20,43,57,50,33,37,6,60,FB,56,26,75,44,56,48,53,53, $ -   ,52,73,46,85,52,83,74,Jets,6,6,6,6,15,12," $ 555,000.00 ",82,58,286,2,30,1993-04-16,Indiana,Tevin Coleman,73,2552453,Tevin Coleman,Lawrence Thomas,RB,Tevin Coleman,Tevin Coleman,Lawrence Thomas,210
74,90,23,85,82,35,84,12,24,45,10,36,34,LSU,2,83,Right,77,74,84,90,99,40,86,11,15,10,14,33,3,84,45,45,45,6,82,LE,75,10,86,12,45,45,45,10," $ 15,150,000.00 ",12,87,55,76,28,79,77,Vikings,6,6,6,6,15,12," $ 58,907,000.00 ",81,44,252,3,50,1994-10-29,Stanford,Austin Hooper,76,2555415,Austin Hooper,Danielle Hunter,TE,Austin Hooper,Austin Hooper,Danielle Hunter,254
75,88,23,81,76,78,29,12,63,75,76,83,60,Stanford,64,17,Right,76,27,68,90,81,67,86,19,21,18,53,14,69,80,54,50,53,6,22,TE,17,17,31,65,81,80,72,72," $ 740,000.00 ",78,82,55,87,78,73,34,Falcons,6,10,15,10,26,15," $ 3,500,000.00 ",88,71,248,2,21,1994-10-29,Stanford,Austin Hooper,76,2555415,Austin Hooper,Austin Hooper,TE,Austin Hooper,Austin Hooper,Austin Hooper,254
76,88,23,85,61,64,46,11,51,64,60,65,61,Florida State,11,35,Right,73,50,43,88,39,72,86,15,15,71,13,70,18,67,35,35,35,6,61,CB,26,72,67,23,35,35,35,28, $ -   ,54,86,64,91,38,66,53,Cowboys,10,14,18,27,27,11," $ 1,050,000.00 ",77,26,190,1,76,1994-10-29,Stanford,Austin Hooper,76,2555415,Austin Hooper,Marquez White,TE,Austin Hooper,Austin Hooper,Marquez White,254
77,88,24,78,55,78,32,13,68,75,78,75,67,Drake,55,20,Right,77,39,61,91,85,73,85,22,26,10,46,12,60,72,59,54,58,6,20,TE,20,10,36,62,67,66,60,65," $ 220,000.00 ",83,83,69,85,72,73,30,Falcons,6,10,15,10,20,10," $ 2,583,000.00 ",83,70,253,1,15,1994-05-01,Drake,Eric Saubert,77,2558023,Eric Saubert,Eric Saubert,TE,Eric Saubert,Eric Saubert,Eric Saubert,253
78,89,24,91,53,80,35,22,75,69,76,82,76,Houston,55,10,Right,69,12,45,91,14,84,85,28,26,82,25,11,58,59,40,27,29,10,20,WR,10,19,40,57,41,16,23,59, $ -   ,86,85,80,90,32,54,27,Bears,19,26,29,24,38,19," $ 1,050,000.00 ",85,31,190,2,20,1994-05-01,Drake,Eric Saubert,77,2558023,Eric Saubert,DeMarcus Ayers,TE,Eric Saubert,Eric Saubert,DeMarcus Ayers,253
79,91,30,90,94,75,63,15,35,58,56,78,50,Ohio State,35,55,Right,72,77,60,96,27,82,90,19,22,25,15,90,40,94,35,35,35,6,94,SS,56,87,83,30,35,35,35,50," $ 7,500,000.00 ",45,85,75,97,26,67,77,Eagles,6,6,6,6,21,14," $ 29,000,000.00 ",92,40,204,9,91,1987-12-20,Ohio State,Malcolm Jenkins,72,79848,Malcolm Jenkins,Malcolm Jenkins,SS,Malcolm Jenkins,Malcolm Jenkins,Malcolm Jenkins,204
80,91,28,87,81,57,43,11,46,65,35,64,61,Virginia,10,59,Right,70,81,58,92,23,60,89,19,17,68,13,80,13,81,35,35,35,6,81,FS,52,73,63,25,35,35,35,15," $ 6,400,000.00 ",39,86,65,90,44,60,72,Eagles,6,6,6,6,21,19," $ 26,000,000.00 ",77,46,195,6,83,1990-06-23,Virginia,Rodney McLeod,70,2534832,Rodney McLeod Jr,Rodney McLeod Jr,FS,Rodney McLeod Jr,Rodney McLeod Jr,Rodney McLeod Jr,195
81,88,28,83,53,85,14,22,76,86,49,54,69,Auburn,27,5,Right,70,15,38,90,34,79,86,24,27,60,40,10,35,69,60,32,42,10,15,HB,5,20,33,42,42,30,35,42," $ 360,000.00 ",47,88,90,85,62,69,23,Panthers,15,25,30,15,28,11," $ 2,000,000.00 ",84,79,220,3,15,1990-06-23,Virginia,Rodney McLeod,70,2534832,Rodney McLeod Jr,Cameron ArtisPayne,FS,Rodney McLeod Jr,Rodney McLeod Jr,Cameron Artis-Payne,195
82,91,28,87,81,57,43,11,46,65,35,64,61,Virginia,10,59,Right,70,81,58,92,23,60,89,19,17,68,13,80,13,81,35,35,35,6,81,FS,52,73,63,25,35,35,35,15," $ 6,400,000.00 ",39,86,65,90,44,60,72,Eagles,6,6,6,6,21,19," $ 26,000,000.00 ",77,46,195,6,83,1990-06-23,Auburn,Cameron Artis-Payne,5-10,2552375,Cameron ArtisPayne,Rodney McLeod Jr,RB,Cameron Artis-Payne,Cameron Artis-Payne,Rodney McLeod Jr,215
83,88,28,83,53,85,14,22,76,86,49,54,69,Auburn,27,5,Right,70,15,38,90,34,79,86,24,27,60,40,10,35,69,60,32,42,10,15,HB,5,20,33,42,42,30,35,42," $ 360,000.00 ",47,88,90,85,62,69,23,Panthers,15,25,30,15,28,11," $ 2,000,000.00 ",84,79,220,3,15,1990-06-23,Auburn,Cameron Artis-Payne,5-10,2552375,Cameron ArtisPayne,Cameron ArtisPayne,RB,Cameron Artis-Payne,Cameron Artis-Payne,Cameron Artis-Payne,215
84,90,26,86,87,48,67,12,22,63,23,70,37,Texas,5,57,Right,73,81,79,79,58,43,88,22,14,10,19,73,6,81,45,45,45,6,87,MLB,64,59,80,25,45,45,45,10," $ 600,000.00 ",29,84,34,89,37,79,85,Eagles,6,6,6,6,24,10," $ 2,800,000.00 ",73,42,236,3,79,1992-06-27,Texas,Jordan Hicks,73,2552315,Jordan Hicks,Jordan Hicks,MLB,Jordan Hicks,Jordan Hicks,Jordan Hicks,236
85,92,24,90,85,63,54,17,57,60,34,78,67,Florida State,10,35,Right,71,47,54,87,21,76,93,18,19,50,14,85,10,86,35,35,35,6,85,CB,24,80,73,15,35,35,35,20," $ 1,600,000.00 ",39,93,75,92,24,72,66,Eagles,6,6,6,6,26,14," $ 4,400,000.00 ",59,23,193,3,84,1994-01-02,Florida State,Ronald Darby,71,2552689,Ronald Darby,Ronald Darby,CB,Ronald Darby,Ronald Darby,Ronald Darby,193
86,90,24,91,83,56,48,10,45,62,48,71,55,LSU,10,36,Right,72,72,51,88,31,67,88,19,20,80,11,81,12,81,10,22,34,15,83,CB,28,79,71,22,12,33,34,22," $ 70,000.00 ",44,90,52,88,39,69,63,Eagles,10,10,15,15,28,16," $ 2,410,000.00 ",77,26,191,2,83,1994-04-06,Louisiana State,Jalen Mills,72,2555383,Jalen Mills,Jalen Mills,CB,Jalen Mills,Jalen Mills,Jalen Mills,191
87,91,24,89,56,69,73,12,29,66,36,60,44,E. Illinois,6,62,Right,74,81,75,92,54,66,88,74,85,35,15,74,10,70,23,45,45,6,56,LOLB,56,65,79,25,34,45,45,20," $ 100,000.00 ",39,89,57,88,58,72,78,Eagles,6,6,6,6,29,10," $ 2,440,000.00 ",92,53,220,2,67,1994-05-16,Eastern Illinois,Kamu Grugier-Hill,74,2556363,Kamu GrugierHill,Kamu GrugierHill,OLB,Kamu Grugier-Hill,Kamu Grugier-Hill,Kamu Grugier-Hill,230
88,81,24,75,53,14,39,12,8,22,22,27,15,Toledo,15,15,Right,80,20,76,84,72,10,71,21,22,10,77,13,15,63,71,73,69,6,20,RT,25,10,29,21,71,70,70,15, $ -   ,15,68,10,84,27,83,29,Vikings,6,6,6,6,30,10," $ 1,050,000.00 ",86,33,306,1,15,1994-05-16,Eastern Illinois,Kamu Grugier-Hill,74,2556363,Kamu GrugierHill,Storm Norton,OLB,Kamu Grugier-Hill,Kamu Grugier-Hill,Storm Norton,230
89,88,23,82,67,49,71,12,33,70,70,76,48,Nebraska,7,60,Right,74,83,79,87,47,57,81,35,45,45,19,63,13,70,45,45,45,6,67,ROLB,49,62,79,20,45,45,45,23, $ -   ,66,86,42,89,36,70,75,Eagles,6,6,6,6,30,14," $ 1,665,000.00 ",78,38,218,1,71,1995-02-23,Nebraska,Nate Gerry,74,2558175,Nate Gerry,Nathan Gerry,LB,Nate Gerry,Nate Gerry,Nathan Gerry,230
90,91,23,84,59,79,27,18,74,76,80,80,60,New Mex. St.,69,10,Right,78,20,39,89,12,71,85,17,14,45,20,11,73,69,29,20,25,10,17,WR,10,15,29,73,40,23,27,76," $ 590,000.00 ",88,87,64,88,73,58,27,Ravens,10,15,20,12,25,17," $ 3,012,606.00 ",75,53,215,0,20,1995-02-23,Nebraska,Nate Gerry,74,2558175,Nate Gerry,Jaleel Scott,LB,Nate Gerry,Nate Gerry,Jaleel Scott,230
91,91,26,95,89,90,26,25,89,85,70,73,91,Florida State,51,10,Right,68,12,35,94,24,95,87,10,10,76,37,15,59,91,48,25,31,15,20,HB,10,20,35,69,48,35,35,66," $ 15,000,000.00 ",76,92,88,96,74,76,25,Falcons,20,30,35,15,25,22," $ 28,047,000.00 ",81,86,206,4,15,1992-03-15,Florida State,Devonta Freeman,68,2543583,Devonta Freeman,Devonta Freeman,RB,Devonta Freeman,Devonta Freeman,Devonta Freeman,206
92,93,23,95,64,84,24,20,69,76,78,81,85,Alabama,82,10,Right,73,20,44,86,18,91,76,16,19,68,23,17,79,77,30,22,15,6,17,WR,10,24,33,76,54,37,31,78," $ 6,000,000.00 ",83,93,86,90,60,59,29,Falcons,6,10,15,10,26,15," $ 10,900,923.00 ",76,30,190,0,25,1994-12-20,Alabama,Calvin Ridley,73,2560854,Calvin Ridley,Calvin Ridley,WR,Calvin Ridley,Calvin Ridley,Calvin Ridley,190
93,77,23,55,59,24,46,12,30,42,26,45,12,Wash. St.,12,29,Right,77,46,75,90,61,19,71,11,18,10,73,12,17,66,73,75,69,6,37,RG,44,10,51,19,75,76,71,25," $ 320,000.00 ",18,61,17,83,30,79,49,Packers,6,6,6,6,18,13," $ 2,739,339.00 ",88,45,308,0,15,1994-12-20,Alabama,Calvin Ridley,73,2560854,Calvin Ridley,Cole Madison,WR,Calvin Ridley,Calvin Ridley,Cole Madison,190
94,94,22,89,68,73,49,17,57,63,50,69,67,Washington,10,36,Right,72,56,47,78,22,78,81,15,15,60,17,80,13,77,35,35,35,6,68,CB,28,81,78,18,35,35,35,23," $ 2,610,000.00 ",54,90,63,91,34,69,68,Eagles,6,6,6,6,25,16," $ 6,159,000.00 ",82,31,181,1,78,1996-05-21,Washington,Sidney Jones,72,2557958,Sidney Jones IV,Sidney Jones IV,CB,Sidney Jones IV,Sidney Jones IV,Sidney Jones IV,181
95,87,22,84,62,81,23,78,66,64,20,33,63,Wyoming,13,9,Right,77,11,26,87,17,77,81,14,22,13,17,12,15,74,14,10,15,81,15,QB,9,9,33,18,17,10,10,20," $ 13,480,000.00 ",17,81,54,93,53,72,32,Bills,74,77,79,84,99,73," $ 21,183,516.00 ",88,58,233,0,18,1996-05-21,Washington,Sidney Jones,72,2557958,Sidney Jones IV,Josh Allen,CB,Sidney Jones IV,Sidney Jones IV,Josh Allen,181
96,94,22,89,68,73,49,17,57,63,50,69,67,Washington,10,36,Right,72,56,47,78,22,78,81,15,15,60,17,80,13,77,35,35,35,6,68,CB,28,81,78,18,35,35,35,23," $ 2,610,000.00 ",54,90,63,91,34,69,68,Eagles,6,6,6,6,25,16," $ 6,159,000.00 ",82,31,181,1,78,1996-05-21,Wyoming,Josh Allen,77,2560955,Josh Allen,Sidney Jones IV,QB,Josh Allen,Josh Allen,Sidney Jones IV,237
97,87,22,84,62,81,23,78,66,64,20,33,63,Wyoming,13,9,Right,77,11,26,87,17,77,81,14,22,13,17,12,15,74,14,10,15,81,15,QB,9,9,33,18,17,10,10,20," $ 13,480,000.00 ",17,81,54,93,53,72,32,Bills,74,77,79,84,99,73," $ 21,183,516.00 ",88,58,233,0,18,1996-05-21,Wyoming,Josh Allen,77,2560955,Josh Allen,Josh Allen,QB,Josh Allen,Josh Allen,Josh Allen,237
98,88,29,87,87,88,60,58,74,77,84,92,74,Rutgers,78,10,Right,74,15,63,92,12,74,88,49,64,77,43,39,85,82,47,28,30,33,39,WR,10,15,57,81,57,32,39,84," $ 7,000,000.00 ",89,87,75,93,82,75,47,Falcons,66,57,53,39,77,51," $ 32,500,000.00 ",85,75,210,6,52,1989-08-22,Rutgers,Mohamed Sanu,74,2533040,Mohamed Sanu Sr,Mohamed Sanu Sr,WR,Mohamed Sanu Sr,Mohamed Sanu Sr,Mohamed Sanu Sr,215
99,89,23,85,55,35,54,15,26,62,49,65,43,Yale,10,47,Right,74,86,56,89,54,42,88,14,20,40,17,64,10,66,35,35,35,6,55,MLB,42,63,78,15,35,35,35,20," $ 140,000.00 ",47,90,32,85,36,67,77,Falcons,10,10,15,6,28,10," $ 2,561,632.00 ",86,34,215,0,72,1995-08-02,Yale,Foye Oluokun,74,2561132,Foye Oluokun,Foyesade Oluokun,LB,Foye Oluokun,Foye Oluokun,Foyesade Oluokun,215
100,89,23,92,56,83,22,26,78,73,75,81,81,West Virginia,71,19,Right,71,24,42,87,18,87,78,16,20,82,22,20,67,67,38,10,11,6,21,WR,11,20,37,62,37,11,19,68," $ 250,000.00 ",84,93,79,93,46,40,26,Eagles,6,10,15,10,24,19," $ 2,613,000.00 ",72,34,191,1,28,1995-03-20,West Virginia,Shelton Gibson,71,2558258,Shelton Gibson,Shelton Gibson,WR,Shelton Gibson,Shelton Gibson,Shelton Gibson,191
101,84,24,75,52,63,68,12,40,67,65,70,55,Oregon State,40,64,Right,72,79,64,85,30,63,81,20,20,10,84,40,48,65,64,41,45,6,46,FB,74,32,73,54,67,55,59,58, $ -   ,60,76,55,88,72,78,72,Falcons,6,6,6,6,25,10," $ 480,000.00 ",88,76,230,1,53,1994-04-15,Oregon State,Ricky Ortiz,72,2559033,Ricky Ortiz,Ricky Ortiz,FB,Ricky Ortiz,Ricky Ortiz,Ricky Ortiz,233
102,84,24,75,52,63,68,12,40,67,65,70,55,Oregon State,40,64,Right,72,79,64,85,30,63,81,20,20,10,84,40,48,65,64,41,45,6,46,FB,74,32,73,54,67,55,59,58, $ -   ,60,76,55,88,72,78,72,Falcons,6,6,6,6,25,10," $ 480,000.00 ",88,76,230,1,53,1994-04-15,Pittsburgh,Ryan Lewis,72,2559208,Ryan Lewis,Ricky Ortiz,CB,Ryan Lewis,Ryan Lewis,Ricky Ortiz,195
103,79,24,75,65,31,76,12,18,32,26,37,23,Iowa,3,68,Right,75,76,77,93,94,32,70,13,19,10,27,20,7,70,45,45,45,6,65,DT,75,15,79,23,45,45,45,15," $ 680,000.00 ",22,66,21,80,36,82,80,Vikings,6,6,6,6,23,10," $ 3,036,000.00 ",88,44,316,1,28,1994-07-12,Kansas State,Deante Burton,74,2559109,Deante Burton,Jaleel Johnson,CB,Deante Burton,Deante Burton,Jaleel Johnson,205
104,90,24,90,54,55,64,12,43,60,58,63,58,Stetson,16,64,Right,71,85,73,89,52,66,89,19,19,10,13,58,24,66,45,43,44,6,54,ROLB,54,63,80,23,45,44,44,34, $ -   ,56,86,58,90,62,68,81,Jaguars,6,6,6,6,25,10," $ 1,660,000.00 ",89,63,217,1,67,1994-07-12,Kansas State,Deante Burton,74,2559109,Deante Burton,Donald Payne,CB,Deante Burton,Deante Burton,Donald Payne,205
105,91,24,90,52,67,50,11,58,53,57,67,68,Kansas State,50,44,Right,74,55,45,86,39,77,90,17,18,30,15,69,56,63,20,34,33,6,52,CB,37,65,75,51,42,34,33,60, $ -   ,54,88,70,88,51,53,53,Falcons,6,6,6,6,27,10," $ 1,050,000.00 ",80,37,205,1,66,1994-07-12,Kansas State,Deante Burton,74,2559109,Deante Burton,Deante Burton,CB,Deante Burton,Deante Burton,Deante Burton,205
106,87,27,83,56,48,69,12,34,57,35,48,44,Penn,4,58,Right,75,74,78,87,51,64,84,20,20,10,18,53,8,71,45,45,45,6,56,LE,78,42,74,25,45,45,45,15," $ 200,000.00 ",40,87,62,86,32,82,73,Jets,6,6,6,6,25,10," $ 1,000,000.00 ",74,36,263,4,62,1991-07-02,Oregon State,Markus Wheaton,5-11,2539291,Markus Wheaton,Brandon Copeland,WR,Markus Wheaton,Markus Wheaton,Brandon Copeland,185
107,90,23,82,76,69,45,13,53,72,68,75,63,West Virginia,12,39,Right,74,55,59,90,32,71,82,16,14,52,19,72,19,75,35,35,35,6,76,CB,30,77,64,24,35,35,35,29," $ 700,000.00 ",66,87,66,93,46,73,64,Eagles,6,6,6,6,14,13," $ 3,186,000.00 ",79,42,209,1,78,1995-08-29,West Virginia,Rasul Douglas,74,2558168,Rasul Douglas,Rasul Douglas,CB,Rasul Douglas,Rasul Douglas,Rasul Douglas,209
108,88,24,83,69,45,68,12,15,55,24,54,30,Virginia,5,65,Right,75,84,77,92,57,35,85,20,20,10,17,49,5,69,45,45,45,6,69,LOLB,53,40,77,25,45,45,45,15," $ 800,000.00 ",20,86,25,83,35,78,77,49ers,6,6,6,6,25,12," $ 2,800,000.00 ",78,43,265,3,59,1994-01-20,West Virginia,Wendell Smallwood,70,2555461,Wendell Smallwood,Eli Harold,RB,Wendell Smallwood,Wendell Smallwood,Eli Harold,208
109,88,24,83,69,45,68,12,15,55,24,54,30,Virginia,5,65,Right,75,84,77,92,57,35,85,20,20,10,17,49,5,69,45,45,45,6,69,LOLB,53,40,77,25,45,45,45,15," $ 800,000.00 ",20,86,25,83,35,78,77,49ers,6,6,6,6,25,12," $ 2,800,000.00 ",78,43,265,3,59,1994-01-20,Virginia,Eli Harold,6-3,2552494,Eli Harold,Eli Harold,DE,Eli Harold,Eli Harold,Eli Harold,243
110,92,30,96,88,90,25,21,89,86,76,73,87,Pittsburgh,67,10,Right,71,20,35,81,25,92,89,21,11,25,37,13,75,90,63,40,45,15,12,HB,10,20,39,75,39,32,30,82," $ 13,100,000.00 ",72,90,90,92,65,66,28,Bills,20,30,35,15,30,22," $ 45,000,000.00 ",84,54,208,9,12,1988-07-12,Pittsburgh,LeSean McCoy,71,79607,LeSean McCoy,LeSean McCoy,RB,LeSean McCoy,LeSean McCoy,LeSean McCoy,210
111,89,29,81,86,82,45,12,69,80,86,84,68,Tulsa,72,25,Right,75,30,65,97,85,80,70,26,26,20,47,15,79,84,57,53,54,6,15,TE,25,10,55,64,60,57,52,84," $ 8,000,000.00 ",83,82,74,91,74,74,40,Bills,6,6,6,6,35,16," $ 23,000,000.00 ",84,79,255,7,20,1989-02-13,Tulsa,Charles Clay,75,2495139,Charles Clay,Charles Clay,TE,Charles Clay,Charles Clay,Charles Clay,246
